ImageNumber,Filename,Treatment,Well,Time_hr
255,VID654_C3_3_00d14h00m.tif,LPS,C3,14
256,VID654_C3_3_00d16h00m.tif,LPS,C3,16
257,VID654_C3_3_00d18h00m.tif,LPS,C3,18
258,VID654_C3_3_00d20h00m.tif,LPS,C3,20
259,VID654_C3_3_00d22h00m.tif,LPS,C3,22
260,VID654_C3_3_01d00h00m.tif,LPS,C3,24
261,VID654_C4_1_00d00h00m.tif,IFNr,C4,0
262,VID654_C4_1_00d02h00m.tif,IFNr,C4,2
263,VID654_C4_1_00d04h00m.tif,IFNr,C4,4
264,VID654_C4_1_00d06h00m.tif,IFNr,C4,6
265,VID654_C4_1_00d08h00m.tif,IFNr,C4,8
266,VID654_C4_1_00d10h00m.tif,IFNr,C4,10
267,VID654_C4_1_00d12h00m.tif,IFNr,C4,12
268,VID654_C4_1_00d14h00m.tif,IFNr,C4,14
269,VID654_C4_1_00d16h00m.tif,IFNr,C4,16
270,VID654_C4_1_00d18h00m.tif,IFNr,C4,18
271,VID654_C4_1_00d20h00m.tif,IFNr,C4,20
272,VID654_C4_1_00d22h00m.tif,IFNr,C4,22
273,VID654_C4_1_01d00h00m.tif,IFNr,C4,24
274,VID654_C4_3_00d00h00m.tif,IFNr,C4,0
275,VID654_C4_3_00d02h00m.tif,IFNr,C4,2
276,VID654_C4_3_00d04h00m.tif,IFNr,C4,4
277,VID654_C4_3_00d06h00m.tif,IFNr,C4,6
278,VID654_C4_3_00d08h00m.tif,IFNr,C4,8
279,VID654_C4_3_00d10h00m.tif,IFNr,C4,10
280,VID654_C4_3_00d12h00m.tif,IFNr,C4,12
281,VID654_C4_3_00d14h00m.tif,IFNr,C4,14
282,VID654_C4_3_00d16h00m.tif,IFNr,C4,16
283,VID654_C4_3_00d18h00m.tif,IFNr,C4,18
284,VID654_C4_3_00d20h00m.tif,IFNr,C4,20
285,VID654_C4_3_00d22h00m.tif,IFNr,C4,22
286,VID654_C4_3_01d00h00m.tif,IFNr,C4,24
287,VID654_C5_1_00d00h00m.tif,LPS+IFNr,C5,0
288,VID654_C5_1_00d02h00m.tif,LPS+IFNr,C5,2
289,VID654_C5_1_00d04h00m.tif,LPS+IFNr,C5,4
290,VID654_C5_1_00d06h00m.tif,LPS+IFNr,C5,6
291,VID654_C5_1_00d08h00m.tif,LPS+IFNr,C5,8
292,VID654_C5_1_00d10h00m.tif,LPS+IFNr,C5,10
293,VID654_C5_1_00d12h00m.tif,LPS+IFNr,C5,12
294,VID654_C5_1_00d14h00m.tif,LPS+IFNr,C5,14
295,VID654_C5_1_00d16h00m.tif,LPS+IFNr,C5,16
296,VID654_C5_1_00d18h00m.tif,LPS+IFNr,C5,18
297,VID654_C5_1_00d20h00m.tif,LPS+IFNr,C5,20
298,VID654_C5_1_00d22h00m.tif,LPS+IFNr,C5,22
299,VID654_C5_1_01d00h00m.tif,LPS+IFNr,C5,24
300,VID654_C5_3_00d00h00m.tif,LPS+IFNr,C5,0
301,VID654_C5_3_00d02h00m.tif,LPS+IFNr,C5,2
302,VID654_C5_3_00d04h00m.tif,LPS+IFNr,C5,4
303,VID654_C5_3_00d06h00m.tif,LPS+IFNr,C5,6
304,VID654_C5_3_00d08h00m.tif,LPS+IFNr,C5,8
305,VID654_C5_3_00d10h00m.tif,LPS+IFNr,C5,10
306,VID654_C5_3_00d12h00m.tif,LPS+IFNr,C5,12
307,VID654_C5_3_00d14h00m.tif,LPS+IFNr,C5,14
308,VID654_C5_3_00d16h00m.tif,LPS+IFNr,C5,16
309,VID654_C5_3_00d18h00m.tif,LPS+IFNr,C5,18
310,VID654_C5_3_00d20h00m.tif,LPS+IFNr,C5,20
311,VID654_C5_3_00d22h00m.tif,LPS+IFNr,C5,22
312,VID654_C5_3_01d00h00m.tif,LPS+IFNr,C5,24
313,VID654_C6_1_00d00h00m.tif,IL34neg_IL1beta,C6,0
314,VID654_C6_1_00d02h00m.tif,IL34neg_IL1beta,C6,2
315,VID654_C6_1_00d04h00m.tif,IL34neg_IL1beta,C6,4
316,VID654_C6_1_00d06h00m.tif,IL34neg_IL1beta,C6,6
317,VID654_C6_1_00d08h00m.tif,IL34neg_IL1beta,C6,8
318,VID654_C6_1_00d10h00m.tif,IL34neg_IL1beta,C6,10
319,VID654_C6_1_00d12h00m.tif,IL34neg_IL1beta,C6,12
320,VID654_C6_1_00d14h00m.tif,IL34neg_IL1beta,C6,14
321,VID654_C6_1_00d16h00m.tif,IL34neg_IL1beta,C6,16
322,VID654_C6_1_00d18h00m.tif,IL34neg_IL1beta,C6,18
323,VID654_C6_1_00d20h00m.tif,IL34neg_IL1beta,C6,20
324,VID654_C6_1_00d22h00m.tif,IL34neg_IL1beta,C6,22
325,VID654_C6_1_01d00h00m.tif,IL34neg_IL1beta,C6,24
326,VID654_C6_3_00d00h00m.tif,IL34neg_IL1beta,C6,0
327,VID654_C6_3_00d02h00m.tif,IL34neg_IL1beta,C6,2
328,VID654_C6_3_00d04h00m.tif,IL34neg_IL1beta,C6,4
329,VID654_C6_3_00d06h00m.tif,IL34neg_IL1beta,C6,6
330,VID654_C6_3_00d08h00m.tif,IL34neg_IL1beta,C6,8
331,VID654_C6_3_00d10h00m.tif,IL34neg_IL1beta,C6,10
332,VID654_C6_3_00d12h00m.tif,IL34neg_IL1beta,C6,12
333,VID654_C6_3_00d14h00m.tif,IL34neg_IL1beta,C6,14
334,VID654_C6_3_00d16h00m.tif,IL34neg_IL1beta,C6,16
335,VID654_C6_3_00d18h00m.tif,IL34neg_IL1beta,C6,18
336,VID654_C6_3_00d20h00m.tif,IL34neg_IL1beta,C6,20
337,VID654_C6_3_00d22h00m.tif,IL34neg_IL1beta,C6,22
338,VID654_C6_3_01d00h00m.tif,IL34neg_IL1beta,C6,24
339,VID654_C7_1_00d00h00m.tif,IL6,C7,0
340,VID654_C7_1_00d02h00m.tif,IL6,C7,2
341,VID654_C7_1_00d04h00m.tif,IL6,C7,4
342,VID654_C7_1_00d06h00m.tif,IL6,C7,6
343,VID654_C7_1_00d08h00m.tif,IL6,C7,8
344,VID654_C7_1_00d10h00m.tif,IL6,C7,10
345,VID654_C7_1_00d12h00m.tif,IL6,C7,12
346,VID654_C7_1_00d14h00m.tif,IL6,C7,14
347,VID654_C7_1_00d16h00m.tif,IL6,C7,16
348,VID654_C7_1_00d18h00m.tif,IL6,C7,18
349,VID654_C7_1_00d20h00m.tif,IL6,C7,20
350,VID654_C7_1_00d22h00m.tif,IL6,C7,22
351,VID654_C7_1_01d00h00m.tif,IL6,C7,24
352,VID654_C7_3_00d00h00m.tif,IL6,C7,0
353,VID654_C7_3_00d02h00m.tif,IL6,C7,2
354,VID654_C7_3_00d04h00m.tif,IL6,C7,4
355,VID654_C7_3_00d06h00m.tif,IL6,C7,6
356,VID654_C7_3_00d08h00m.tif,IL6,C7,8
357,VID654_C7_3_00d10h00m.tif,IL6,C7,10
358,VID654_C7_3_00d12h00m.tif,IL6,C7,12
359,VID654_C7_3_00d14h00m.tif,IL6,C7,14
360,VID654_C7_3_00d16h00m.tif,IL6,C7,16
361,VID654_C7_3_00d18h00m.tif,IL6,C7,18
362,VID654_C7_3_00d20h00m.tif,IL6,C7,20
363,VID654_C7_3_00d22h00m.tif,IL6,C7,22
364,VID654_C7_3_01d00h00m.tif,IL6,C7,24
365,VID654_C8_1_00d00h00m.tif,IL34neg_TNFa,C8,0
366,VID654_C8_1_00d02h00m.tif,IL34neg_TNFa,C8,2
367,VID654_C8_1_00d04h00m.tif,IL34neg_TNFa,C8,4
368,VID654_C8_1_00d06h00m.tif,IL34neg_TNFa,C8,6
369,VID654_C8_1_00d08h00m.tif,IL34neg_TNFa,C8,8
370,VID654_C8_1_00d10h00m.tif,IL34neg_TNFa,C8,10
371,VID654_C8_1_00d12h00m.tif,IL34neg_TNFa,C8,12
372,VID654_C8_1_00d14h00m.tif,IL34neg_TNFa,C8,14
373,VID654_C8_1_00d16h00m.tif,IL34neg_TNFa,C8,16
374,VID654_C8_1_00d18h00m.tif,IL34neg_TNFa,C8,18
375,VID654_C8_1_00d20h00m.tif,IL34neg_TNFa,C8,20
376,VID654_C8_1_00d22h00m.tif,IL34neg_TNFa,C8,22
377,VID654_C8_1_01d00h00m.tif,IL34neg_TNFa,C8,24
378,VID654_C8_3_00d00h00m.tif,IL34neg_TNFa,C8,0
379,VID654_C8_3_00d02h00m.tif,IL34neg_TNFa,C8,2
380,VID654_C8_3_00d04h00m.tif,IL34neg_TNFa,C8,4
381,VID654_C8_3_00d06h00m.tif,IL34neg_TNFa,C8,6
382,VID654_C8_3_00d08h00m.tif,IL34neg_TNFa,C8,8
383,VID654_C8_3_00d10h00m.tif,IL34neg_TNFa,C8,10
384,VID654_C8_3_00d12h00m.tif,IL34neg_TNFa,C8,12
385,VID654_C8_3_00d14h00m.tif,IL34neg_TNFa,C8,14
386,VID654_C8_3_00d16h00m.tif,IL34neg_TNFa,C8,16
387,VID654_C8_3_00d18h00m.tif,IL34neg_TNFa,C8,18
388,VID654_C8_3_00d20h00m.tif,IL34neg_TNFa,C8,20
389,VID654_C8_3_00d22h00m.tif,IL34neg_TNFa,C8,22
390,VID654_C8_3_01d00h00m.tif,IL34neg_TNFa,C8,24
391,VID654_C9_1_00d00h00m.tif,,C9,0
392,VID654_C9_1_00d02h00m.tif,,C9,2
393,VID654_C9_1_00d04h00m.tif,,C9,4
394,VID654_C9_1_00d06h00m.tif,,C9,6
395,VID654_C9_1_00d08h00m.tif,,C9,8
396,VID654_C9_1_00d10h00m.tif,,C9,10
397,VID654_C9_1_00d12h00m.tif,,C9,12
398,VID654_C9_1_00d14h00m.tif,,C9,14
399,VID654_C9_1_00d16h00m.tif,,C9,16
400,VID654_C9_1_00d18h00m.tif,,C9,18
401,VID654_C9_1_00d20h00m.tif,,C9,20
402,VID654_C9_1_00d22h00m.tif,,C9,22
403,VID654_C9_1_01d00h00m.tif,,C9,24
404,VID654_C9_3_00d00h00m.tif,,C9,0
405,VID654_C9_3_00d02h00m.tif,,C9,2
406,VID654_C9_3_00d04h00m.tif,,C9,4
407,VID654_C9_3_00d06h00m.tif,,C9,6
408,VID654_C9_3_00d08h00m.tif,,C9,8
409,VID654_C9_3_00d10h00m.tif,,C9,10
410,VID654_C9_3_00d12h00m.tif,,C9,12
411,VID654_C9_3_00d14h00m.tif,,C9,14
412,VID654_C9_3_00d16h00m.tif,,C9,16
413,VID654_C9_3_00d18h00m.tif,,C9,18
414,VID654_C9_3_00d20h00m.tif,,C9,20
415,VID654_C9_3_00d22h00m.tif,,C9,22
416,VID654_C9_3_01d00h00m.tif,,C9,24
417,VID654_D2_1_00d00h00m.tif,IL34neg_Vehicle,D2,0
418,VID654_D2_1_00d02h00m.tif,IL34neg_Vehicle,D2,2
419,VID654_D2_1_00d04h00m.tif,IL34neg_Vehicle,D2,4
