ImageNumber,Filename,Treatment,Well,Time_hr
93,VID653_B5_3_00d02h00m.tif,LPS+IFNr,B6,2
94,VID653_B5_3_00d04h00m.tif,LPS+IFNr,B6,4
95,VID653_B5_3_00d06h00m.tif,LPS+IFNr,B6,6
96,VID653_B5_3_00d08h00m.tif,LPS+IFNr,B6,8
97,VID653_B5_3_00d10h00m.tif,LPS+IFNr,B6,10
98,VID653_B5_3_00d12h00m.tif,LPS+IFNr,B6,12
99,VID653_B5_3_00d14h00m.tif,LPS+IFNr,B6,14
100,VID653_B5_3_00d16h00m.tif,LPS+IFNr,B6,16
101,VID653_B5_3_00d18h00m.tif,LPS+IFNr,B6,18
102,VID653_B5_3_00d20h00m.tif,LPS+IFNr,B6,20
103,VID653_B5_3_00d22h00m.tif,LPS+IFNr,B6,22
104,VID653_B5_3_01d00h00m.tif,LPS+IFNr,B6,24
105,VID653_B6_1_00d00h00m.tif,IL34neg_IL1beta,B7,0
106,VID653_B6_1_00d02h00m.tif,IL34neg_IL1beta,B7,2
107,VID653_B6_1_00d04h00m.tif,IL34neg_IL1beta,B7,4
108,VID653_B6_1_00d06h00m.tif,IL34neg_IL1beta,B7,6
109,VID653_B6_1_00d08h00m.tif,IL34neg_IL1beta,B7,8
110,VID653_B6_1_00d10h00m.tif,IL34neg_IL1beta,B7,10
111,VID653_B6_1_00d12h00m.tif,IL34neg_IL1beta,B7,12
112,VID653_B6_1_00d14h00m.tif,IL34neg_IL1beta,B7,14
113,VID653_B6_1_00d16h00m.tif,IL34neg_IL1beta,B7,16
114,VID653_B6_1_00d18h00m.tif,IL34neg_IL1beta,B7,18
115,VID653_B6_1_00d20h00m.tif,IL34neg_IL1beta,B7,20
116,VID653_B6_1_00d22h00m.tif,IL34neg_IL1beta,B7,22
117,VID653_B6_1_01d00h00m.tif,IL34neg_IL1beta,B7,24
118,VID653_B6_3_00d00h00m.tif,IL34neg_IL1beta,B7,0
119,VID653_B6_3_00d02h00m.tif,IL34neg_IL1beta,B7,2
120,VID653_B6_3_00d04h00m.tif,IL34neg_IL1beta,B7,4
121,VID653_B6_3_00d06h00m.tif,IL34neg_IL1beta,B7,6
122,VID653_B6_3_00d08h00m.tif,IL34neg_IL1beta,B7,8
123,VID653_B6_3_00d10h00m.tif,IL34neg_IL1beta,B7,10
124,VID653_B6_3_00d12h00m.tif,IL34neg_IL1beta,B7,12
125,VID653_B6_3_00d14h00m.tif,IL34neg_IL1beta,B7,14
126,VID653_B6_3_00d16h00m.tif,IL34neg_IL1beta,B7,16
127,VID653_B6_3_00d18h00m.tif,IL34neg_IL1beta,B7,18
128,VID653_B6_3_00d20h00m.tif,IL34neg_IL1beta,B7,20
129,VID653_B6_3_00d22h00m.tif,IL34neg_IL1beta,B7,22
130,VID653_B6_3_01d00h00m.tif,IL34neg_IL1beta,B7,24
131,VID653_B7_1_00d00h00m.tif,IL6,B8,0
132,VID653_B7_1_00d02h00m.tif,IL6,B8,2
133,VID653_B7_1_00d04h00m.tif,IL6,B8,4
134,VID653_B7_1_00d06h00m.tif,IL6,B8,6
135,VID653_B7_1_00d08h00m.tif,IL6,B8,8
136,VID653_B7_1_00d10h00m.tif,IL6,B8,10
137,VID653_B7_1_00d12h00m.tif,IL6,B8,12
138,VID653_B7_1_00d14h00m.tif,IL6,B8,14
139,VID653_B7_1_00d16h00m.tif,IL6,B8,16
140,VID653_B7_1_00d18h00m.tif,IL6,B8,18
141,VID653_B7_1_00d20h00m.tif,IL6,B8,20
142,VID653_B7_1_00d22h00m.tif,IL6,B8,22
143,VID653_B7_1_01d00h00m.tif,IL6,B8,24
144,VID653_B7_3_00d00h00m.tif,IL6,B8,0
145,VID653_B7_3_00d02h00m.tif,IL6,B8,2
146,VID653_B7_3_00d04h00m.tif,IL6,B8,4
147,VID653_B7_3_00d06h00m.tif,IL6,B8,6
148,VID653_B7_3_00d08h00m.tif,IL6,B8,8
149,VID653_B7_3_00d10h00m.tif,IL6,B8,10
150,VID653_B7_3_00d12h00m.tif,IL6,B8,12
151,VID653_B7_3_00d14h00m.tif,IL6,B8,14
152,VID653_B7_3_00d16h00m.tif,IL6,B8,16
153,VID653_B7_3_00d18h00m.tif,IL6,B8,18
154,VID653_B7_3_00d20h00m.tif,IL6,B8,20
155,VID653_B7_3_00d22h00m.tif,IL6,B8,22
156,VID653_B7_3_01d00h00m.tif,IL6,B8,24
157,VID653_B8_1_00d00h00m.tif,IL34neg_TNFa,B9,0
158,VID653_B8_1_00d02h00m.tif,IL34neg_TNFa,B9,2
159,VID653_B8_1_00d04h00m.tif,IL34neg_TNFa,B9,4
160,VID653_B8_1_00d06h00m.tif,IL34neg_TNFa,B9,6
161,VID653_B8_1_00d08h00m.tif,IL34neg_TNFa,B9,8
162,VID653_B8_1_00d10h00m.tif,IL34neg_TNFa,B9,10
163,VID653_B8_1_00d12h00m.tif,IL34neg_TNFa,B9,12
164,VID653_B8_1_00d14h00m.tif,IL34neg_TNFa,B9,14
165,VID653_B8_1_00d16h00m.tif,IL34neg_TNFa,B9,16
166,VID653_B8_1_00d18h00m.tif,IL34neg_TNFa,B9,18
167,VID653_B8_1_00d20h00m.tif,IL34neg_TNFa,B9,20
168,VID653_B8_1_00d22h00m.tif,IL34neg_TNFa,B9,22
169,VID653_B8_1_01d00h00m.tif,IL34neg_TNFa,B9,24
170,VID653_B8_3_00d00h00m.tif,IL34neg_TNFa,B9,0
171,VID653_B8_3_00d02h00m.tif,IL34neg_TNFa,B9,2
172,VID653_B8_3_00d04h00m.tif,IL34neg_TNFa,B9,4
173,VID653_B8_3_00d06h00m.tif,IL34neg_TNFa,B9,6
174,VID653_B8_3_00d08h00m.tif,IL34neg_TNFa,B9,8
175,VID653_B8_3_00d10h00m.tif,IL34neg_TNFa,B9,10
176,VID653_B8_3_00d12h00m.tif,IL34neg_TNFa,B9,12
177,VID653_B8_3_00d14h00m.tif,IL34neg_TNFa,B9,14
178,VID653_B8_3_00d16h00m.tif,IL34neg_TNFa,B9,16
179,VID653_B8_3_00d18h00m.tif,IL34neg_TNFa,B9,18
180,VID653_B8_3_00d20h00m.tif,IL34neg_TNFa,B9,20
181,VID653_B8_3_00d22h00m.tif,IL34neg_TNFa,B9,22
182,VID653_B8_3_01d00h00m.tif,IL34neg_TNFa,B9,24
183,VID653_C2_1_00d00h00m.tif,IL34neg_Vehicle,C3,0
184,VID653_C2_1_00d02h00m.tif,IL34neg_Vehicle,C3,2
185,VID653_C2_1_00d04h00m.tif,IL34neg_Vehicle,C3,4
186,VID653_C2_1_00d06h00m.tif,IL34neg_Vehicle,C3,6
187,VID653_C2_1_00d08h00m.tif,IL34neg_Vehicle,C3,8
188,VID653_C2_1_00d10h00m.tif,IL34neg_Vehicle,C3,10
189,VID653_C2_1_00d12h00m.tif,IL34neg_Vehicle,C3,12
190,VID653_C2_1_00d14h00m.tif,IL34neg_Vehicle,C3,14
191,VID653_C2_1_00d16h00m.tif,IL34neg_Vehicle,C3,16
192,VID653_C2_1_00d18h00m.tif,IL34neg_Vehicle,C3,18
193,VID653_C2_1_00d20h00m.tif,IL34neg_Vehicle,C3,20
194,VID653_C2_1_00d22h00m.tif,IL34neg_Vehicle,C3,22
195,VID653_C2_1_01d00h00m.tif,IL34neg_Vehicle,C3,24
196,VID653_C2_3_00d00h00m.tif,IL34neg_Vehicle,C3,0
197,VID653_C2_3_00d02h00m.tif,IL34neg_Vehicle,C3,2
198,VID653_C2_3_00d04h00m.tif,IL34neg_Vehicle,C3,4
199,VID653_C2_3_00d06h00m.tif,IL34neg_Vehicle,C3,6
200,VID653_C2_3_00d08h00m.tif,IL34neg_Vehicle,C3,8
201,VID653_C2_3_00d10h00m.tif,IL34neg_Vehicle,C3,10
202,VID653_C2_3_00d12h00m.tif,IL34neg_Vehicle,C3,12
203,VID653_C2_3_00d14h00m.tif,IL34neg_Vehicle,C3,14
204,VID653_C2_3_00d16h00m.tif,IL34neg_Vehicle,C3,16
205,VID653_C2_3_00d18h00m.tif,IL34neg_Vehicle,C3,18
206,VID653_C2_3_00d20h00m.tif,IL34neg_Vehicle,C3,20
207,VID653_C2_3_00d22h00m.tif,IL34neg_Vehicle,C3,22
208,VID653_C2_3_01d00h00m.tif,IL34neg_Vehicle,C3,24
209,VID653_C3_1_00d00h00m.tif,LPS,C4,0
210,VID653_C3_1_00d02h00m.tif,LPS,C4,2
211,VID653_C3_1_00d04h00m.tif,LPS,C4,4
212,VID653_C3_1_00d06h00m.tif,LPS,C4,6
213,VID653_C3_1_00d08h00m.tif,LPS,C4,8
214,VID653_C3_1_00d10h00m.tif,LPS,C4,10
215,VID653_C3_1_00d12h00m.tif,LPS,C4,12
216,VID653_C3_1_00d14h00m.tif,LPS,C4,14
217,VID653_C3_1_00d16h00m.tif,LPS,C4,16
218,VID653_C3_1_00d18h00m.tif,LPS,C4,18
219,VID653_C3_1_00d20h00m.tif,LPS,C4,20
220,VID653_C3_1_00d22h00m.tif,LPS,C4,22
221,VID653_C3_1_01d00h00m.tif,LPS,C4,24
222,VID653_C3_3_00d00h00m.tif,LPS,C4,0
223,VID653_C3_3_00d02h00m.tif,LPS,C4,2
224,VID653_C3_3_00d04h00m.tif,LPS,C4,4
225,VID653_C3_3_00d06h00m.tif,LPS,C4,6
226,VID653_C3_3_00d08h00m.tif,LPS,C4,8
227,VID653_C3_3_00d10h00m.tif,LPS,C4,10
228,VID653_C3_3_00d12h00m.tif,LPS,C4,12
229,VID653_C3_3_00d14h00m.tif,LPS,C4,14
230,VID653_C3_3_00d16h00m.tif,LPS,C4,16
231,VID653_C3_3_00d18h00m.tif,LPS,C4,18
232,VID653_C3_3_00d20h00m.tif,LPS,C4,20
233,VID653_C3_3_00d22h00m.tif,LPS,C4,22
234,VID653_C3_3_01d00h00m.tif,LPS,C4,24
235,VID653_C4_1_00d00h00m.tif,IFNr,C5,0
236,VID653_C4_1_00d02h00m.tif,IFNr,C5,2
237,VID653_C4_1_00d04h00m.tif,IFNr,C5,4
238,VID653_C4_1_00d06h00m.tif,IFNr,C5,6
239,VID653_C4_1_00d08h00m.tif,IFNr,C5,8
240,VID653_C4_1_00d10h00m.tif,IFNr,C5,10
241,VID653_C4_1_00d12h00m.tif,IFNr,C5,12
242,VID653_C4_1_00d14h00m.tif,IFNr,C5,14
243,VID653_C4_1_00d16h00m.tif,IFNr,C5,16
244,VID653_C4_1_00d18h00m.tif,IFNr,C5,18
245,VID653_C4_1_00d20h00m.tif,IFNr,C5,20
246,VID653_C4_1_00d22h00m.tif,IFNr,C5,22
247,VID653_C4_1_01d00h00m.tif,IFNr,C5,24
248,VID653_C4_3_00d00h00m.tif,IFNr,C5,0
249,VID653_C4_3_00d02h00m.tif,IFNr,C5,2
250,VID653_C4_3_00d04h00m.tif,IFNr,C5,4
251,VID653_C4_3_00d06h00m.tif,IFNr,C5,6
252,VID653_C4_3_00d08h00m.tif,IFNr,C5,8
253,VID653_C4_3_00d10h00m.tif,IFNr,C5,10
254,VID653_C4_3_00d12h00m.tif,IFNr,C5,12
255,VID653_C4_3_00d14h00m.tif,IFNr,C5,14
256,VID653_C4_3_00d16h00m.tif,IFNr,C5,16
257,VID653_C4_3_00d18h00m.tif,IFNr,C5,18
258,VID653_C4_3_00d20h00m.tif,IFNr,C5,20
259,VID653_C4_3_00d22h00m.tif,IFNr,C5,22
260,VID653_C4_3_01d00h00m.tif,IFNr,C5,24
261,VID653_C5_1_00d00h00m.tif,LPS+IFNr,C6,0
262,VID653_C5_1_00d02h00m.tif,LPS+IFNr,C6,2
263,VID653_C5_1_00d04h00m.tif,LPS+IFNr,C6,4
264,VID653_C5_1_00d06h00m.tif,LPS+IFNr,C6,6
265,VID653_C5_1_00d08h00m.tif,LPS+IFNr,C6,8
266,VID653_C5_1_00d10h00m.tif,LPS+IFNr,C6,10
267,VID653_C5_1_00d12h00m.tif,LPS+IFNr,C6,12
268,VID653_C5_1_00d14h00m.tif,LPS+IFNr,C6,14
269,VID653_C5_1_00d16h00m.tif,LPS+IFNr,C6,16
270,VID653_C5_1_00d18h00m.tif,LPS+IFNr,C6,18
271,VID653_C5_1_00d20h00m.tif,LPS+IFNr,C6,20
272,VID653_C5_1_00d22h00m.tif,LPS+IFNr,C6,22
273,VID653_C5_1_01d00h00m.tif,LPS+IFNr,C6,24
274,VID653_C5_3_00d00h00m.tif,LPS+IFNr,C6,0
275,VID653_C5_3_00d02h00m.tif,LPS+IFNr,C6,2
276,VID653_C5_3_00d04h00m.tif,LPS+IFNr,C6,4
277,VID653_C5_3_00d06h00m.tif,LPS+IFNr,C6,6
278,VID653_C5_3_00d08h00m.tif,LPS+IFNr,C6,8
279,VID653_C5_3_00d10h00m.tif,LPS+IFNr,C6,10
280,VID653_C5_3_00d12h00m.tif,LPS+IFNr,C6,12
281,VID653_C5_3_00d14h00m.tif,LPS+IFNr,C6,14
282,VID653_C5_3_00d16h00m.tif,LPS+IFNr,C6,16
283,VID653_C5_3_00d18h00m.tif,LPS+IFNr,C6,18
284,VID653_C5_3_00d20h00m.tif,LPS+IFNr,C6,20
285,VID653_C5_3_00d22h00m.tif,LPS+IFNr,C6,22
286,VID653_C5_3_01d00h00m.tif,LPS+IFNr,C6,24
287,VID653_C6_1_00d00h00m.tif,IL34neg_IL1beta,C7,0
288,VID653_C6_1_00d02h00m.tif,IL34neg_IL1beta,C7,2
289,VID653_C6_1_00d04h00m.tif,IL34neg_IL1beta,C7,4
290,VID653_C6_1_00d06h00m.tif,IL34neg_IL1beta,C7,6
291,VID653_C6_1_00d08h00m.tif,IL34neg_IL1beta,C7,8
292,VID653_C6_1_00d10h00m.tif,IL34neg_IL1beta,C7,10
293,VID653_C6_1_00d12h00m.tif,IL34neg_IL1beta,C7,12
294,VID653_C6_1_00d14h00m.tif,IL34neg_IL1beta,C7,14
295,VID653_C6_1_00d16h00m.tif,IL34neg_IL1beta,C7,16
296,VID653_C6_1_00d18h00m.tif,IL34neg_IL1beta,C7,18
297,VID653_C6_1_00d20h00m.tif,IL34neg_IL1beta,C7,20
298,VID653_C6_1_00d22h00m.tif,IL34neg_IL1beta,C7,22
299,VID653_C6_1_01d00h00m.tif,IL34neg_IL1beta,C7,24
300,VID653_C6_3_00d00h00m.tif,IL34neg_IL1beta,C7,0
301,VID653_C6_3_00d02h00m.tif,IL34neg_IL1beta,C7,2
302,VID653_C6_3_00d04h00m.tif,IL34neg_IL1beta,C7,4
303,VID653_C6_3_00d06h00m.tif,IL34neg_IL1beta,C7,6
304,VID653_C6_3_00d08h00m.tif,IL34neg_IL1beta,C7,8
305,VID653_C6_3_00d10h00m.tif,IL34neg_IL1beta,C7,10
306,VID653_C6_3_00d12h00m.tif,IL34neg_IL1beta,C7,12
307,VID653_C6_3_00d14h00m.tif,IL34neg_IL1beta,C7,14
308,VID653_C6_3_00d16h00m.tif,IL34neg_IL1beta,C7,16
309,VID653_C6_3_00d18h00m.tif,IL34neg_IL1beta,C7,18
310,VID653_C6_3_00d20h00m.tif,IL34neg_IL1beta,C7,20
311,VID653_C6_3_00d22h00m.tif,IL34neg_IL1beta,C7,22
312,VID653_C6_3_01d00h00m.tif,IL34neg_IL1beta,C7,24
313,VID653_C7_1_00d00h00m.tif,IL6,C8,0
314,VID653_C7_1_00d02h00m.tif,IL6,C8,2
315,VID653_C7_1_00d04h00m.tif,IL6,C8,4
316,VID653_C7_1_00d06h00m.tif,IL6,C8,6
317,VID653_C7_1_00d08h00m.tif,IL6,C8,8
318,VID653_C7_1_00d10h00m.tif,IL6,C8,10
319,VID653_C7_1_00d12h00m.tif,IL6,C8,12
320,VID653_C7_1_00d14h00m.tif,IL6,C8,14
321,VID653_C7_1_00d16h00m.tif,IL6,C8,16
322,VID653_C7_1_00d18h00m.tif,IL6,C8,18
323,VID653_C7_1_00d20h00m.tif,IL6,C8,20
324,VID653_C7_1_00d22h00m.tif,IL6,C8,22
325,VID653_C7_1_01d00h00m.tif,IL6,C8,24
326,VID653_C7_3_00d00h00m.tif,IL6,C8,0
327,VID653_C7_3_00d02h00m.tif,IL6,C8,2
328,VID653_C7_3_00d04h00m.tif,IL6,C8,4
329,VID653_C7_3_00d06h00m.tif,IL6,C8,6
330,VID653_C7_3_00d08h00m.tif,IL6,C8,8
331,VID653_C7_3_00d10h00m.tif,IL6,C8,10
332,VID653_C7_3_00d12h00m.tif,IL6,C8,12
333,VID653_C7_3_00d14h00m.tif,IL6,C8,14
334,VID653_C7_3_00d16h00m.tif,IL6,C8,16
335,VID653_C7_3_00d18h00m.tif,IL6,C8,18
336,VID653_C7_3_00d20h00m.tif,IL6,C8,20
337,VID653_C7_3_00d22h00m.tif,IL6,C8,22
338,VID653_C7_3_01d00h00m.tif,IL6,C8,24
339,VID653_C8_1_00d00h00m.tif,IL34neg_TNFa,C9,0
340,VID653_C8_1_00d02h00m.tif,IL34neg_TNFa,C9,2
341,VID653_C8_1_00d04h00m.tif,IL34neg_TNFa,C9,4
342,VID653_C8_1_00d06h00m.tif,IL34neg_TNFa,C9,6
343,VID653_C8_1_00d08h00m.tif,IL34neg_TNFa,C9,8
344,VID653_C8_1_00d10h00m.tif,IL34neg_TNFa,C9,10
345,VID653_C8_1_00d12h00m.tif,IL34neg_TNFa,C9,12
346,VID653_C8_1_00d14h00m.tif,IL34neg_TNFa,C9,14
347,VID653_C8_1_00d16h00m.tif,IL34neg_TNFa,C9,16
348,VID653_C8_1_00d18h00m.tif,IL34neg_TNFa,C9,18
349,VID653_C8_1_00d20h00m.tif,IL34neg_TNFa,C9,20
350,VID653_C8_1_00d22h00m.tif,IL34neg_TNFa,C9,22
351,VID653_C8_1_01d00h00m.tif,IL34neg_TNFa,C9,24
352,VID653_C8_3_00d00h00m.tif,IL34neg_TNFa,C9,0
353,VID653_C8_3_00d02h00m.tif,IL34neg_TNFa,C9,2
354,VID653_C8_3_00d04h00m.tif,IL34neg_TNFa,C9,4
355,VID653_C8_3_00d06h00m.tif,IL34neg_TNFa,C9,6
356,VID653_C8_3_00d08h00m.tif,IL34neg_TNFa,C9,8
357,VID653_C8_3_00d10h00m.tif,IL34neg_TNFa,C9,10
358,VID653_C8_3_00d12h00m.tif,IL34neg_TNFa,C9,12
359,VID653_C8_3_00d14h00m.tif,IL34neg_TNFa,C9,14
360,VID653_C8_3_00d16h00m.tif,IL34neg_TNFa,C9,16
361,VID653_C8_3_00d18h00m.tif,IL34neg_TNFa,C9,18
362,VID653_C8_3_00d20h00m.tif,IL34neg_TNFa,C9,20
363,VID653_C8_3_00d22h00m.tif,IL34neg_TNFa,C9,22
364,VID653_C8_3_01d00h00m.tif,IL34neg_TNFa,C9,24
365,VID653_D2_1_00d00h00m.tif,IL34neg_Vehicle,D3,0
366,VID653_D2_1_00d02h00m.tif,IL34neg_Vehicle,D3,2
367,VID653_D2_1_00d04h00m.tif,IL34neg_Vehicle,D3,4
368,VID653_D2_1_00d06h00m.tif,IL34neg_Vehicle,D3,6
369,VID653_D2_1_00d08h00m.tif,IL34neg_Vehicle,D3,8
370,VID653_D2_1_00d10h00m.tif,IL34neg_Vehicle,D3,10
371,VID653_D2_1_00d12h00m.tif,IL34neg_Vehicle,D3,12
372,VID653_D2_1_00d14h00m.tif,IL34neg_Vehicle,D3,14
373,VID653_D2_1_00d16h00m.tif,IL34neg_Vehicle,D3,16
374,VID653_D2_1_00d18h00m.tif,IL34neg_Vehicle,D3,18
375,VID653_D2_1_00d20h00m.tif,IL34neg_Vehicle,D3,20
376,VID653_D2_1_00d22h00m.tif,IL34neg_Vehicle,D3,22
377,VID653_D2_1_01d00h00m.tif,IL34neg_Vehicle,D3,24
378,VID653_D2_3_00d00h00m.tif,IL34neg_Vehicle,D3,0
379,VID653_D2_3_00d02h00m.tif,IL34neg_Vehicle,D3,2
380,VID653_D2_3_00d04h00m.tif,IL34neg_Vehicle,D3,4
381,VID653_D2_3_00d06h00m.tif,IL34neg_Vehicle,D3,6
382,VID653_D2_3_00d08h00m.tif,IL34neg_Vehicle,D3,8
383,VID653_D2_3_00d10h00m.tif,IL34neg_Vehicle,D3,10
384,VID653_D2_3_00d12h00m.tif,IL34neg_Vehicle,D3,12
385,VID653_D2_3_00d14h00m.tif,IL34neg_Vehicle,D3,14
386,VID653_D2_3_00d16h00m.tif,IL34neg_Vehicle,D3,16
387,VID653_D2_3_00d18h00m.tif,IL34neg_Vehicle,D3,18
388,VID653_D2_3_00d20h00m.tif,IL34neg_Vehicle,D3,20
389,VID653_D2_3_00d22h00m.tif,IL34neg_Vehicle,D3,22
390,VID653_D2_3_01d00h00m.tif,IL34neg_Vehicle,D3,24
391,VID653_D3_1_00d00h00m.tif,LPS,D4,0
392,VID653_D3_1_00d02h00m.tif,LPS,D4,2
393,VID653_D3_1_00d04h00m.tif,LPS,D4,4
394,VID653_D3_1_00d06h00m.tif,LPS,D4,6
395,VID653_D3_1_00d08h00m.tif,LPS,D4,8
396,VID653_D3_1_00d10h00m.tif,LPS,D4,10
397,VID653_D3_1_00d12h00m.tif,LPS,D4,12
398,VID653_D3_1_00d14h00m.tif,LPS,D4,14
399,VID653_D3_1_00d16h00m.tif,LPS,D4,16
400,VID653_D3_1_00d18h00m.tif,LPS,D4,18
401,VID653_D3_1_00d20h00m.tif,LPS,D4,20
402,VID653_D3_1_00d22h00m.tif,LPS,D4,22
403,VID653_D3_1_01d00h00m.tif,LPS,D4,24
404,VID653_D3_3_00d00h00m.tif,LPS,D4,0
405,VID653_D3_3_00d02h00m.tif,LPS,D4,2
406,VID653_D3_3_00d04h00m.tif,LPS,D4,4
407,VID653_D3_3_00d06h00m.tif,LPS,D4,6
