ImageNumber,Filename,Treatment,Well,Time_hr
539,VID5484_D9_3_00d10h00m.tif,TNFa,D9,10
540,VID5484_D9_3_00d12h00m.tif,TNFa,D9,12
541,VID5484_D9_3_00d14h00m.tif,TNFa,D9,14
542,VID5484_D9_3_00d16h00m.tif,TNFa,D9,16
543,VID5484_D9_3_00d18h00m.tif,TNFa,D9,18
544,VID5484_D9_3_00d20h00m.tif,TNFa,D9,20
545,VID5484_D9_3_00d22h00m.tif,TNFa,D9,22
546,VID5484_D9_3_01d00h00m.tif,TNFa,D9,24
547,VID5484_E3_1_00d00h00m.tif,Vehicle_IL34,E3,0
548,VID5484_E3_1_00d02h00m.tif,Vehicle_IL34,E3,2
549,VID5484_E3_1_00d04h00m.tif,Vehicle_IL34,E3,4
550,VID5484_E3_1_00d06h00m.tif,Vehicle_IL34,E3,6
551,VID5484_E3_1_00d08h00m.tif,Vehicle_IL34,E3,8
552,VID5484_E3_1_00d10h00m.tif,Vehicle_IL34,E3,10
553,VID5484_E3_1_00d12h00m.tif,Vehicle_IL34,E3,12
554,VID5484_E3_1_00d14h00m.tif,Vehicle_IL34,E3,14
555,VID5484_E3_1_00d16h00m.tif,Vehicle_IL34,E3,16
556,VID5484_E3_1_00d18h00m.tif,Vehicle_IL34,E3,18
557,VID5484_E3_1_00d20h00m.tif,Vehicle_IL34,E3,20
558,VID5484_E3_1_00d22h00m.tif,Vehicle_IL34,E3,22
559,VID5484_E3_1_01d00h00m.tif,Vehicle_IL34,E3,24
560,VID5484_E3_3_00d00h00m.tif,Vehicle_IL34,E3,0
561,VID5484_E3_3_00d02h00m.tif,Vehicle_IL34,E3,2
562,VID5484_E3_3_00d04h00m.tif,Vehicle_IL34,E3,4
563,VID5484_E3_3_00d06h00m.tif,Vehicle_IL34,E3,6
564,VID5484_E3_3_00d08h00m.tif,Vehicle_IL34,E3,8
565,VID5484_E3_3_00d10h00m.tif,Vehicle_IL34,E3,10
566,VID5484_E3_3_00d12h00m.tif,Vehicle_IL34,E3,12
567,VID5484_E3_3_00d14h00m.tif,Vehicle_IL34,E3,14
568,VID5484_E3_3_00d16h00m.tif,Vehicle_IL34,E3,16
569,VID5484_E3_3_00d18h00m.tif,Vehicle_IL34,E3,18
570,VID5484_E3_3_00d20h00m.tif,Vehicle_IL34,E3,20
571,VID5484_E3_3_00d22h00m.tif,Vehicle_IL34,E3,22
572,VID5484_E3_3_01d00h00m.tif,Vehicle_IL34,E3,24
573,VID5484_E4_1_00d00h00m.tif,LPS_IL34,E4,0
574,VID5484_E4_1_00d02h00m.tif,LPS_IL34,E4,2
575,VID5484_E4_1_00d04h00m.tif,LPS_IL34,E4,4
576,VID5484_E4_1_00d06h00m.tif,LPS_IL34,E4,6
577,VID5484_E4_1_00d08h00m.tif,LPS_IL34,E4,8
578,VID5484_E4_1_00d10h00m.tif,LPS_IL34,E4,10
579,VID5484_E4_1_00d12h00m.tif,LPS_IL34,E4,12
580,VID5484_E4_1_00d14h00m.tif,LPS_IL34,E4,14
581,VID5484_E4_1_00d16h00m.tif,LPS_IL34,E4,16
582,VID5484_E4_1_00d18h00m.tif,LPS_IL34,E4,18
583,VID5484_E4_1_00d20h00m.tif,LPS_IL34,E4,20
584,VID5484_E4_1_00d22h00m.tif,LPS_IL34,E4,22
585,VID5484_E4_1_01d00h00m.tif,LPS_IL34,E4,24
586,VID5484_E4_3_00d00h00m.tif,LPS_IL34,E4,0
587,VID5484_E4_3_00d02h00m.tif,LPS_IL34,E4,2
588,VID5484_E4_3_00d04h00m.tif,LPS_IL34,E4,4
589,VID5484_E4_3_00d06h00m.tif,LPS_IL34,E4,6
590,VID5484_E4_3_00d08h00m.tif,LPS_IL34,E4,8
591,VID5484_E4_3_00d10h00m.tif,LPS_IL34,E4,10
592,VID5484_E4_3_00d12h00m.tif,LPS_IL34,E4,12
593,VID5484_E4_3_00d14h00m.tif,LPS_IL34,E4,14
594,VID5484_E4_3_00d16h00m.tif,LPS_IL34,E4,16
595,VID5484_E4_3_00d18h00m.tif,LPS_IL34,E4,18
596,VID5484_E4_3_00d20h00m.tif,LPS_IL34,E4,20
597,VID5484_E4_3_00d22h00m.tif,LPS_IL34,E4,22
598,VID5484_E4_3_01d00h00m.tif,LPS_IL34,E4,24
599,VID5484_E5_1_00d00h00m.tif,IFNr_IL34,E5,0
600,VID5484_E5_1_00d02h00m.tif,IFNr_IL34,E5,2
601,VID5484_E5_1_00d04h00m.tif,IFNr_IL34,E5,4
602,VID5484_E5_1_00d06h00m.tif,IFNr_IL34,E5,6
603,VID5484_E5_1_00d08h00m.tif,IFNr_IL34,E5,8
604,VID5484_E5_1_00d10h00m.tif,IFNr_IL34,E5,10
605,VID5484_E5_1_00d12h00m.tif,IFNr_IL34,E5,12
606,VID5484_E5_1_00d14h00m.tif,IFNr_IL34,E5,14
607,VID5484_E5_1_00d16h00m.tif,IFNr_IL34,E5,16
608,VID5484_E5_1_00d18h00m.tif,IFNr_IL34,E5,18
609,VID5484_E5_1_00d20h00m.tif,IFNr_IL34,E5,20
610,VID5484_E5_1_00d22h00m.tif,IFNr_IL34,E5,22
611,VID5484_E5_1_01d00h00m.tif,IFNr_IL34,E5,24
612,VID5484_E5_3_00d00h00m.tif,IFNr_IL34,E5,0
613,VID5484_E5_3_00d02h00m.tif,IFNr_IL34,E5,2
614,VID5484_E5_3_00d04h00m.tif,IFNr_IL34,E5,4
615,VID5484_E5_3_00d06h00m.tif,IFNr_IL34,E5,6
616,VID5484_E5_3_00d08h00m.tif,IFNr_IL34,E5,8
617,VID5484_E5_3_00d10h00m.tif,IFNr_IL34,E5,10
618,VID5484_E5_3_00d12h00m.tif,IFNr_IL34,E5,12
619,VID5484_E5_3_00d14h00m.tif,IFNr_IL34,E5,14
620,VID5484_E5_3_00d16h00m.tif,IFNr_IL34,E5,16
621,VID5484_E5_3_00d18h00m.tif,IFNr_IL34,E5,18
622,VID5484_E5_3_00d20h00m.tif,IFNr_IL34,E5,20
623,VID5484_E5_3_00d22h00m.tif,IFNr_IL34,E5,22
624,VID5484_E5_3_01d00h00m.tif,IFNr_IL34,E5,24
625,VID5484_E6_1_00d00h00m.tif,LPS+IFNr_IL34,E6,0
626,VID5484_E6_1_00d02h00m.tif,LPS+IFNr_IL34,E6,2
627,VID5484_E6_1_00d04h00m.tif,LPS+IFNr_IL34,E6,4
628,VID5484_E6_1_00d06h00m.tif,LPS+IFNr_IL34,E6,6
629,VID5484_E6_1_00d08h00m.tif,LPS+IFNr_IL34,E6,8
630,VID5484_E6_1_00d10h00m.tif,LPS+IFNr_IL34,E6,10
631,VID5484_E6_1_00d12h00m.tif,LPS+IFNr_IL34,E6,12
632,VID5484_E6_1_00d14h00m.tif,LPS+IFNr_IL34,E6,14
633,VID5484_E6_1_00d16h00m.tif,LPS+IFNr_IL34,E6,16
634,VID5484_E6_1_00d18h00m.tif,LPS+IFNr_IL34,E6,18
635,VID5484_E6_1_00d20h00m.tif,LPS+IFNr_IL34,E6,20
636,VID5484_E6_1_00d22h00m.tif,LPS+IFNr_IL34,E6,22
637,VID5484_E6_1_01d00h00m.tif,LPS+IFNr_IL34,E6,24
638,VID5484_E6_3_00d00h00m.tif,LPS+IFNr_IL34,E6,0
639,VID5484_E6_3_00d02h00m.tif,LPS+IFNr_IL34,E6,2
640,VID5484_E6_3_00d04h00m.tif,LPS+IFNr_IL34,E6,4
641,VID5484_E6_3_00d06h00m.tif,LPS+IFNr_IL34,E6,6
642,VID5484_E6_3_00d08h00m.tif,LPS+IFNr_IL34,E6,8
643,VID5484_E6_3_00d10h00m.tif,LPS+IFNr_IL34,E6,10
644,VID5484_E6_3_00d12h00m.tif,LPS+IFNr_IL34,E6,12
645,VID5484_E6_3_00d14h00m.tif,LPS+IFNr_IL34,E6,14
646,VID5484_E6_3_00d16h00m.tif,LPS+IFNr_IL34,E6,16
647,VID5484_E6_3_00d18h00m.tif,LPS+IFNr_IL34,E6,18
648,VID5484_E6_3_00d20h00m.tif,LPS+IFNr_IL34,E6,20
649,VID5484_E6_3_00d22h00m.tif,LPS+IFNr_IL34,E6,22
650,VID5484_E6_3_01d00h00m.tif,LPS+IFNr_IL34,E6,24
651,VID5484_E7_1_00d00h00m.tif,IL1b_IL34,E7,0
652,VID5484_E7_1_00d02h00m.tif,IL1b_IL34,E7,2
653,VID5484_E7_1_00d04h00m.tif,IL1b_IL34,E7,4
654,VID5484_E7_1_00d06h00m.tif,IL1b_IL34,E7,6
655,VID5484_E7_1_00d08h00m.tif,IL1b_IL34,E7,8
656,VID5484_E7_1_00d10h00m.tif,IL1b_IL34,E7,10
657,VID5484_E7_1_00d12h00m.tif,IL1b_IL34,E7,12
658,VID5484_E7_1_00d14h00m.tif,IL1b_IL34,E7,14
659,VID5484_E7_1_00d16h00m.tif,IL1b_IL34,E7,16
660,VID5484_E7_1_00d18h00m.tif,IL1b_IL34,E7,18
661,VID5484_E7_1_00d20h00m.tif,IL1b_IL34,E7,20
662,VID5484_E7_1_00d22h00m.tif,IL1b_IL34,E7,22
663,VID5484_E7_1_01d00h00m.tif,IL1b_IL34,E7,24
664,VID5484_E7_3_00d00h00m.tif,IL1b_IL34,E7,0
665,VID5484_E7_3_00d02h00m.tif,IL1b_IL34,E7,2
666,VID5484_E7_3_00d04h00m.tif,IL1b_IL34,E7,4
667,VID5484_E7_3_00d06h00m.tif,IL1b_IL34,E7,6
668,VID5484_E7_3_00d08h00m.tif,IL1b_IL34,E7,8
669,VID5484_E7_3_00d10h00m.tif,IL1b_IL34,E7,10
670,VID5484_E7_3_00d12h00m.tif,IL1b_IL34,E7,12
671,VID5484_E7_3_00d14h00m.tif,IL1b_IL34,E7,14
672,VID5484_E7_3_00d16h00m.tif,IL1b_IL34,E7,16
673,VID5484_E7_3_00d18h00m.tif,IL1b_IL34,E7,18
674,VID5484_E7_3_00d20h00m.tif,IL1b_IL34,E7,20
675,VID5484_E7_3_00d22h00m.tif,IL1b_IL34,E7,22
676,VID5484_E7_3_01d00h00m.tif,IL1b_IL34,E7,24
677,VID5484_E8_1_00d00h00m.tif,IL6_IL34,E8,0
678,VID5484_E8_1_00d02h00m.tif,IL6_IL34,E8,2
679,VID5484_E8_1_00d04h00m.tif,IL6_IL34,E8,4
680,VID5484_E8_1_00d06h00m.tif,IL6_IL34,E8,6
681,VID5484_E8_1_00d08h00m.tif,IL6_IL34,E8,8
682,VID5484_E8_1_00d10h00m.tif,IL6_IL34,E8,10
683,VID5484_E8_1_00d12h00m.tif,IL6_IL34,E8,12
684,VID5484_E8_1_00d14h00m.tif,IL6_IL34,E8,14
685,VID5484_E8_1_00d16h00m.tif,IL6_IL34,E8,16
686,VID5484_E8_1_00d18h00m.tif,IL6_IL34,E8,18
687,VID5484_E8_1_00d20h00m.tif,IL6_IL34,E8,20
688,VID5484_E8_1_00d22h00m.tif,IL6_IL34,E8,22
689,VID5484_E8_1_01d00h00m.tif,IL6_IL34,E8,24
690,VID5484_E8_3_00d00h00m.tif,IL6_IL34,E8,0
691,VID5484_E8_3_00d02h00m.tif,IL6_IL34,E8,2
692,VID5484_E8_3_00d04h00m.tif,IL6_IL34,E8,4
693,VID5484_E8_3_00d06h00m.tif,IL6_IL34,E8,6
694,VID5484_E8_3_00d08h00m.tif,IL6_IL34,E8,8
695,VID5484_E8_3_00d10h00m.tif,IL6_IL34,E8,10
696,VID5484_E8_3_00d12h00m.tif,IL6_IL34,E8,12
697,VID5484_E8_3_00d14h00m.tif,IL6_IL34,E8,14
698,VID5484_E8_3_00d16h00m.tif,IL6_IL34,E8,16
699,VID5484_E8_3_00d18h00m.tif,IL6_IL34,E8,18
700,VID5484_E8_3_00d20h00m.tif,IL6_IL34,E8,20
701,VID5484_E8_3_00d22h00m.tif,IL6_IL34,E8,22
702,VID5484_E8_3_01d00h00m.tif,IL6_IL34,E8,24
703,VID5484_E9_1_00d00h00m.tif,TNFa_IL34,E9,0
704,VID5484_E9_1_00d02h00m.tif,TNFa_IL34,E9,2
705,VID5484_E9_1_00d04h00m.tif,TNFa_IL34,E9,4
706,VID5484_E9_1_00d06h00m.tif,TNFa_IL34,E9,6
707,VID5484_E9_1_00d08h00m.tif,TNFa_IL34,E9,8
708,VID5484_E9_1_00d10h00m.tif,TNFa_IL34,E9,10
709,VID5484_E9_1_00d12h00m.tif,TNFa_IL34,E9,12
710,VID5484_E9_1_00d14h00m.tif,TNFa_IL34,E9,14
711,VID5484_E9_1_00d16h00m.tif,TNFa_IL34,E9,16
712,VID5484_E9_1_00d18h00m.tif,TNFa_IL34,E9,18
713,VID5484_E9_1_00d20h00m.tif,TNFa_IL34,E9,20
714,VID5484_E9_1_00d22h00m.tif,TNFa_IL34,E9,22
715,VID5484_E9_1_01d00h00m.tif,TNFa_IL34,E9,24
716,VID5484_E9_3_00d00h00m.tif,TNFa_IL34,E9,0
717,VID5484_E9_3_00d02h00m.tif,TNFa_IL34,E9,2
718,VID5484_E9_3_00d04h00m.tif,TNFa_IL34,E9,4
719,VID5484_E9_3_00d06h00m.tif,TNFa_IL34,E9,6
720,VID5484_E9_3_00d08h00m.tif,TNFa_IL34,E9,8
721,VID5484_E9_3_00d10h00m.tif,TNFa_IL34,E9,10
722,VID5484_E9_3_00d12h00m.tif,TNFa_IL34,E9,12
723,VID5484_E9_3_00d14h00m.tif,TNFa_IL34,E9,14
724,VID5484_E9_3_00d16h00m.tif,TNFa_IL34,E9,16
725,VID5484_E9_3_00d18h00m.tif,TNFa_IL34,E9,18
726,VID5484_E9_3_00d20h00m.tif,TNFa_IL34,E9,20
727,VID5484_E9_3_00d22h00m.tif,TNFa_IL34,E9,22
728,VID5484_E9_3_01d00h00m.tif,TNFa_IL34,E9,24
729,VID5484_F3_1_00d00h00m.tif,Vehicle_IL34,F3,0
730,VID5484_F3_1_00d02h00m.tif,Vehicle_IL34,F3,2
731,VID5484_F3_1_00d04h00m.tif,Vehicle_IL34,F3,4
732,VID5484_F3_1_00d06h00m.tif,Vehicle_IL34,F3,6
733,VID5484_F3_1_00d08h00m.tif,Vehicle_IL34,F3,8
734,VID5484_F3_1_00d10h00m.tif,Vehicle_IL34,F3,10
735,VID5484_F3_1_00d12h00m.tif,Vehicle_IL34,F3,12
736,VID5484_F3_1_00d14h00m.tif,Vehicle_IL34,F3,14
737,VID5484_F3_1_00d16h00m.tif,Vehicle_IL34,F3,16
738,VID5484_F3_1_00d18h00m.tif,Vehicle_IL34,F3,18
739,VID5484_F3_1_00d20h00m.tif,Vehicle_IL34,F3,20
740,VID5484_F3_1_00d22h00m.tif,Vehicle_IL34,F3,22
741,VID5484_F3_1_01d00h00m.tif,Vehicle_IL34,F3,24
742,VID5484_F3_3_00d00h00m.tif,Vehicle_IL34,F3,0
743,VID5484_F3_3_00d02h00m.tif,Vehicle_IL34,F3,2
744,VID5484_F3_3_00d04h00m.tif,Vehicle_IL34,F3,4
745,VID5484_F3_3_00d06h00m.tif,Vehicle_IL34,F3,6
746,VID5484_F3_3_00d08h00m.tif,Vehicle_IL34,F3,8
747,VID5484_F3_3_00d10h00m.tif,Vehicle_IL34,F3,10
748,VID5484_F3_3_00d12h00m.tif,Vehicle_IL34,F3,12
749,VID5484_F3_3_00d14h00m.tif,Vehicle_IL34,F3,14
750,VID5484_F3_3_00d16h00m.tif,Vehicle_IL34,F3,16
751,VID5484_F3_3_00d18h00m.tif,Vehicle_IL34,F3,18
752,VID5484_F3_3_00d20h00m.tif,Vehicle_IL34,F3,20
753,VID5484_F3_3_00d22h00m.tif,Vehicle_IL34,F3,22
754,VID5484_F3_3_01d00h00m.tif,Vehicle_IL34,F3,24
755,VID5484_F4_1_00d00h00m.tif,LPS_IL34,F4,0
756,VID5484_F4_1_00d02h00m.tif,LPS_IL34,F4,2
757,VID5484_F4_1_00d04h00m.tif,LPS_IL34,F4,4
758,VID5484_F4_1_00d06h00m.tif,LPS_IL34,F4,6
759,VID5484_F4_1_00d08h00m.tif,LPS_IL34,F4,8
760,VID5484_F4_1_00d10h00m.tif,LPS_IL34,F4,10
761,VID5484_F4_1_00d12h00m.tif,LPS_IL34,F4,12
762,VID5484_F4_1_00d14h00m.tif,LPS_IL34,F4,14
763,VID5484_F4_1_00d16h00m.tif,LPS_IL34,F4,16
764,VID5484_F4_1_00d18h00m.tif,LPS_IL34,F4,18
765,VID5484_F4_1_00d20h00m.tif,LPS_IL34,F4,20
766,VID5484_F4_1_00d22h00m.tif,LPS_IL34,F4,22
767,VID5484_F4_1_01d00h00m.tif,LPS_IL34,F4,24
768,VID5484_F4_3_00d00h00m.tif,LPS_IL34,F4,0
769,VID5484_F4_3_00d02h00m.tif,LPS_IL34,F4,2
770,VID5484_F4_3_00d04h00m.tif,LPS_IL34,F4,4
771,VID5484_F4_3_00d06h00m.tif,LPS_IL34,F4,6
772,VID5484_F4_3_00d08h00m.tif,LPS_IL34,F4,8
773,VID5484_F4_3_00d10h00m.tif,LPS_IL34,F4,10
774,VID5484_F4_3_00d12h00m.tif,LPS_IL34,F4,12
775,VID5484_F4_3_00d14h00m.tif,LPS_IL34,F4,14
776,VID5484_F4_3_00d16h00m.tif,LPS_IL34,F4,16
777,VID5484_F4_3_00d18h00m.tif,LPS_IL34,F4,18
778,VID5484_F4_3_00d20h00m.tif,LPS_IL34,F4,20
779,VID5484_F4_3_00d22h00m.tif,LPS_IL34,F4,22
780,VID5484_F4_3_01d00h00m.tif,LPS_IL34,F4,24
781,VID5484_F5_1_00d00h00m.tif,IFNr_IL34,F5,0
782,VID5484_F5_1_00d02h00m.tif,IFNr_IL34,F5,2
783,VID5484_F5_1_00d04h00m.tif,IFNr_IL34,F5,4
784,VID5484_F5_1_00d06h00m.tif,IFNr_IL34,F5,6
785,VID5484_F5_1_00d08h00m.tif,IFNr_IL34,F5,8
786,VID5484_F5_1_00d10h00m.tif,IFNr_IL34,F5,10
787,VID5484_F5_1_00d12h00m.tif,IFNr_IL34,F5,12
788,VID5484_F5_1_00d14h00m.tif,IFNr_IL34,F5,14
789,VID5484_F5_1_00d16h00m.tif,IFNr_IL34,F5,16
790,VID5484_F5_1_00d18h00m.tif,IFNr_IL34,F5,18
791,VID5484_F5_1_00d20h00m.tif,IFNr_IL34,F5,20
792,VID5484_F5_1_00d22h00m.tif,IFNr_IL34,F5,22
793,VID5484_F5_1_01d00h00m.tif,IFNr_IL34,F5,24
794,VID5484_F5_3_00d00h00m.tif,IFNr_IL34,F5,0
795,VID5484_F5_3_00d02h00m.tif,IFNr_IL34,F5,2
796,VID5484_F5_3_00d04h00m.tif,IFNr_IL34,F5,4
797,VID5484_F5_3_00d06h00m.tif,IFNr_IL34,F5,6
798,VID5484_F5_3_00d08h00m.tif,IFNr_IL34,F5,8
799,VID5484_F5_3_00d10h00m.tif,IFNr_IL34,F5,10
800,VID5484_F5_3_00d12h00m.tif,IFNr_IL34,F5,12
801,VID5484_F5_3_00d14h00m.tif,IFNr_IL34,F5,14
802,VID5484_F5_3_00d16h00m.tif,IFNr_IL34,F5,16
803,VID5484_F5_3_00d18h00m.tif,IFNr_IL34,F5,18
804,VID5484_F5_3_00d20h00m.tif,IFNr_IL34,F5,20
805,VID5484_F5_3_00d22h00m.tif,IFNr_IL34,F5,22
806,VID5484_F5_3_01d00h00m.tif,IFNr_IL34,F5,24
807,VID5484_F6_1_00d00h00m.tif,LPS+IFNr_IL34,F6,0
808,VID5484_F6_1_00d02h00m.tif,LPS+IFNr_IL34,F6,2
809,VID5484_F6_1_00d04h00m.tif,LPS+IFNr_IL34,F6,4
810,VID5484_F6_1_00d06h00m.tif,LPS+IFNr_IL34,F6,6
811,VID5484_F6_1_00d08h00m.tif,LPS+IFNr_IL34,F6,8
812,VID5484_F6_1_00d10h00m.tif,LPS+IFNr_IL34,F6,10
813,VID5484_F6_1_00d12h00m.tif,LPS+IFNr_IL34,F6,12
814,VID5484_F6_1_00d14h00m.tif,LPS+IFNr_IL34,F6,14
815,VID5484_F6_1_00d16h00m.tif,LPS+IFNr_IL34,F6,16
816,VID5484_F6_1_00d18h00m.tif,LPS+IFNr_IL34,F6,18
817,VID5484_F6_1_00d20h00m.tif,LPS+IFNr_IL34,F6,20
818,VID5484_F6_1_00d22h00m.tif,LPS+IFNr_IL34,F6,22
819,VID5484_F6_1_01d00h00m.tif,LPS+IFNr_IL34,F6,24
820,VID5484_F6_3_00d00h00m.tif,LPS+IFNr_IL34,F6,0
821,VID5484_F6_3_00d02h00m.tif,LPS+IFNr_IL34,F6,2
822,VID5484_F6_3_00d04h00m.tif,LPS+IFNr_IL34,F6,4
823,VID5484_F6_3_00d06h00m.tif,LPS+IFNr_IL34,F6,6
824,VID5484_F6_3_00d08h00m.tif,LPS+IFNr_IL34,F6,8
825,VID5484_F6_3_00d10h00m.tif,LPS+IFNr_IL34,F6,10
826,VID5484_F6_3_00d12h00m.tif,LPS+IFNr_IL34,F6,12
827,VID5484_F6_3_00d14h00m.tif,LPS+IFNr_IL34,F6,14
828,VID5484_F6_3_00d16h00m.tif,LPS+IFNr_IL34,F6,16
829,VID5484_F6_3_00d18h00m.tif,LPS+IFNr_IL34,F6,18
830,VID5484_F6_3_00d20h00m.tif,LPS+IFNr_IL34,F6,20
831,VID5484_F6_3_00d22h00m.tif,LPS+IFNr_IL34,F6,22
832,VID5484_F6_3_01d00h00m.tif,LPS+IFNr_IL34,F6,24
833,VID5484_F7_1_00d00h00m.tif,IL1b_IL34,F7,0
834,VID5484_F7_1_00d02h00m.tif,IL1b_IL34,F7,2
835,VID5484_F7_1_00d04h00m.tif,IL1b_IL34,F7,4
836,VID5484_F7_1_00d06h00m.tif,IL1b_IL34,F7,6
837,VID5484_F7_1_00d08h00m.tif,IL1b_IL34,F7,8
838,VID5484_F7_1_00d10h00m.tif,IL1b_IL34,F7,10
839,VID5484_F7_1_00d12h00m.tif,IL1b_IL34,F7,12
840,VID5484_F7_1_00d14h00m.tif,IL1b_IL34,F7,14
841,VID5484_F7_1_00d16h00m.tif,IL1b_IL34,F7,16
842,VID5484_F7_1_00d18h00m.tif,IL1b_IL34,F7,18
843,VID5484_F7_1_00d20h00m.tif,IL1b_IL34,F7,20
844,VID5484_F7_1_00d22h00m.tif,IL1b_IL34,F7,22
845,VID5484_F7_1_01d00h00m.tif,IL1b_IL34,F7,24
846,VID5484_F7_3_00d00h00m.tif,IL1b_IL34,F7,0
847,VID5484_F7_3_00d02h00m.tif,IL1b_IL34,F7,2
848,VID5484_F7_3_00d04h00m.tif,IL1b_IL34,F7,4
849,VID5484_F7_3_00d06h00m.tif,IL1b_IL34,F7,6
850,VID5484_F7_3_00d08h00m.tif,IL1b_IL34,F7,8
851,VID5484_F7_3_00d10h00m.tif,IL1b_IL34,F7,10
852,VID5484_F7_3_00d12h00m.tif,IL1b_IL34,F7,12
853,VID5484_F7_3_00d14h00m.tif,IL1b_IL34,F7,14
854,VID5484_F7_3_00d16h00m.tif,IL1b_IL34,F7,16
855,VID5484_F7_3_00d18h00m.tif,IL1b_IL34,F7,18
856,VID5484_F7_3_00d20h00m.tif,IL1b_IL34,F7,20
857,VID5484_F7_3_00d22h00m.tif,IL1b_IL34,F7,22
858,VID5484_F7_3_01d00h00m.tif,IL1b_IL34,F7,24
859,VID5484_F8_1_00d00h00m.tif,IL6_IL34,F8,0
860,VID5484_F8_1_00d02h00m.tif,IL6_IL34,F8,2
861,VID5484_F8_1_00d04h00m.tif,IL6_IL34,F8,4
862,VID5484_F8_1_00d06h00m.tif,IL6_IL34,F8,6
863,VID5484_F8_1_00d08h00m.tif,IL6_IL34,F8,8
864,VID5484_F8_1_00d10h00m.tif,IL6_IL34,F8,10
865,VID5484_F8_1_00d12h00m.tif,IL6_IL34,F8,12
866,VID5484_F8_1_00d14h00m.tif,IL6_IL34,F8,14
867,VID5484_F8_1_00d16h00m.tif,IL6_IL34,F8,16
868,VID5484_F8_1_00d18h00m.tif,IL6_IL34,F8,18
869,VID5484_F8_1_00d20h00m.tif,IL6_IL34,F8,20
870,VID5484_F8_1_00d22h00m.tif,IL6_IL34,F8,22
871,VID5484_F8_1_01d00h00m.tif,IL6_IL34,F8,24
872,VID5484_F8_3_00d00h00m.tif,IL6_IL34,F8,0
873,VID5484_F8_3_00d02h00m.tif,IL6_IL34,F8,2
874,VID5484_F8_3_00d04h00m.tif,IL6_IL34,F8,4
875,VID5484_F8_3_00d06h00m.tif,IL6_IL34,F8,6
876,VID5484_F8_3_00d08h00m.tif,IL6_IL34,F8,8
877,VID5484_F8_3_00d10h00m.tif,IL6_IL34,F8,10
878,VID5484_F8_3_00d12h00m.tif,IL6_IL34,F8,12
879,VID5484_F8_3_00d14h00m.tif,IL6_IL34,F8,14
880,VID5484_F8_3_00d16h00m.tif,IL6_IL34,F8,16
881,VID5484_F8_3_00d18h00m.tif,IL6_IL34,F8,18
882,VID5484_F8_3_00d20h00m.tif,IL6_IL34,F8,20
883,VID5484_F8_3_00d22h00m.tif,IL6_IL34,F8,22
884,VID5484_F8_3_01d00h00m.tif,IL6_IL34,F8,24
885,VID5484_F9_1_00d00h00m.tif,TNFa_IL34,F9,0
886,VID5484_F9_1_00d02h00m.tif,TNFa_IL34,F9,2
887,VID5484_F9_1_00d04h00m.tif,TNFa_IL34,F9,4
888,VID5484_F9_1_00d06h00m.tif,TNFa_IL34,F9,6
889,VID5484_F9_1_00d08h00m.tif,TNFa_IL34,F9,8
890,VID5484_F9_1_00d10h00m.tif,TNFa_IL34,F9,10
891,VID5484_F9_1_00d12h00m.tif,TNFa_IL34,F9,12
892,VID5484_F9_1_00d14h00m.tif,TNFa_IL34,F9,14
893,VID5484_F9_1_00d16h00m.tif,TNFa_IL34,F9,16
894,VID5484_F9_1_00d18h00m.tif,TNFa_IL34,F9,18
895,VID5484_F9_1_00d20h00m.tif,TNFa_IL34,F9,20
896,VID5484_F9_1_00d22h00m.tif,TNFa_IL34,F9,22
897,VID5484_F9_1_01d00h00m.tif,TNFa_IL34,F9,24
898,VID5484_F9_3_00d00h00m.tif,TNFa_IL34,F9,0
899,VID5484_F9_3_00d02h00m.tif,TNFa_IL34,F9,2
900,VID5484_F9_3_00d04h00m.tif,TNFa_IL34,F9,4
901,VID5484_F9_3_00d06h00m.tif,TNFa_IL34,F9,6
902,VID5484_F9_3_00d08h00m.tif,TNFa_IL34,F9,8
903,VID5484_F9_3_00d10h00m.tif,TNFa_IL34,F9,10
904,VID5484_F9_3_00d12h00m.tif,TNFa_IL34,F9,12
905,VID5484_F9_3_00d14h00m.tif,TNFa_IL34,F9,14
906,VID5484_F9_3_00d16h00m.tif,TNFa_IL34,F9,16
907,VID5484_F9_3_00d18h00m.tif,TNFa_IL34,F9,18
908,VID5484_F9_3_00d20h00m.tif,TNFa_IL34,F9,20
909,VID5484_F9_3_00d22h00m.tif,TNFa_IL34,F9,22
910,VID5484_F9_3_01d00h00m.tif,TNFa_IL34,F9,24
911,VID5484_G3_1_00d00h00m.tif,Vehicle_IL34,G3,0
912,VID5484_G3_1_00d02h00m.tif,Vehicle_IL34,G3,2
913,VID5484_G3_1_00d04h00m.tif,Vehicle_IL34,G3,4
914,VID5484_G3_1_00d06h00m.tif,Vehicle_IL34,G3,6
915,VID5484_G3_1_00d08h00m.tif,Vehicle_IL34,G3,8
916,VID5484_G3_1_00d10h00m.tif,Vehicle_IL34,G3,10
917,VID5484_G3_1_00d12h00m.tif,Vehicle_IL34,G3,12
918,VID5484_G3_1_00d14h00m.tif,Vehicle_IL34,G3,14
919,VID5484_G3_1_00d16h00m.tif,Vehicle_IL34,G3,16
920,VID5484_G3_1_00d18h00m.tif,Vehicle_IL34,G3,18
921,VID5484_G3_1_00d20h00m.tif,Vehicle_IL34,G3,20
922,VID5484_G3_1_00d22h00m.tif,Vehicle_IL34,G3,22
